epoch word_index word pe_old pe_current pe_difference weight1_old weight1_current weight1_difference weight2_old weight2_current weight2_difference final_pe_change final_weight1_change final_weight2_change
25 11 Rivers -0.025911 -0.025310 0.000600 -0.000182 -0.000174 0.000008 0.000077 0.000058 -0.000018 + + -
25 12 carve -0.000569 -0.000556 0.000013 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 + + -
25 13 valleys, -0.033562 -0.032784 0.000778 -0.000306 -0.000292 0.000014 0.000129 0.000098 -0.000031 + + -
25 14 flowing -0.034648 -0.033845 0.000803 -0.000326 -0.000311 0.000015 0.000137 0.000104 -0.000033 + + -
25 15 to -0.011039 -0.010783 0.000256 -0.000033 -0.000032 0.000002 0.000014 0.000011 -0.000003 + + -
25 16 oceans. 0.005003 0.004887 -0.000116 -0.000007 -0.000006 0.000000 0.000003 0.000002 -0.000001 - + -
25 17 Climate 0.043063 0.042065 -0.000998 -0.000503 -0.000480 0.000023 0.000212 0.000161 -0.000051 - + -
25 18 varies—deserts -0.002098 -0.002050 0.000049 -0.000001 -0.000001 0.000000 0.000001 0.000000 -0.000000 + + -
25 19 bake, -0.017079 -0.016683 0.000396 -0.000079 -0.000075 0.000004 0.000033 0.000025 -0.000008 + + -
25 20 tundras -0.024530 -0.023961 0.000568 -0.000163 -0.000156 0.000008 0.000069 0.000052 -0.000016 + + -
25 21 freeze. -0.032324 -0.031576 0.000749 -0.000284 -0.000270 0.000013 0.000119 0.000091 -0.000029 + + -
25 22 Population 0.037829 0.036953 -0.000876 -0.000388 -0.000370 0.000018 0.000164 0.000124 -0.000039 - + -
25 23 clusters 0.012728 0.012433 -0.000295 -0.000044 -0.000042 0.000002 0.000019 0.000014 -0.000004 - + -
25 24 in -0.014104 -0.013778 0.000327 -0.000054 -0.000051 0.000002 0.000023 0.000017 -0.000005 + + -
25 25 cities, 0.041749 0.040782 -0.000967 -0.000473 -0.000451 0.000022 0.000199 0.000152 -0.000048 - + -
25 26 spreading -0.028605 -0.027943 0.000663 -0.000222 -0.000212 0.000010 0.000094 0.000071 -0.000022 + + -
25 27 culture. -0.042547 -0.041561 0.000986 -0.000491 -0.000469 0.000023 0.000207 0.000157 -0.000050 + + -
25 28 Resources 0.043826 0.042810 -0.001015 -0.000521 -0.000497 0.000024 0.000220 0.000167 -0.000053 - + -
25 29 like 0.015899 0.015530 -0.000368 -0.000069 -0.000065 0.000003 0.000029 0.000022 -0.000007 - + -
25 30 oil -0.007515 -0.007341 0.000174 -0.000015 -0.000015 0.000001 0.000006 0.000005 -0.000002 + + -
25 31 or 0.018448 0.018021 -0.000427 -0.000092 -0.000088 0.000004 0.000039 0.000030 -0.000009 - + -
25 32 water -0.006728 -0.006572 0.000156 -0.000012 -0.000012 0.000001 0.000005 0.000004 -0.000001 + + -
25 33 shape 0.000929 0.000907 -0.000022 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 - + -
25 34 economies. -0.033061 -0.032295 0.000766 -0.000297 -0.000283 0.000014 0.000125 0.000095 -0.000030 + + -
25 35 Maps 0.023469 0.022925 -0.000544 -0.000149 -0.000143 0.000007 0.000063 0.000048 -0.000015 - + -
25 36 guide -0.034245 -0.033452 0.000793 -0.000318 -0.000304 0.000015 0.000134 0.000102 -0.000032 + + -
25 37 travel, 0.036230 0.035391 -0.000839 -0.000356 -0.000340 0.000016 0.000150 0.000114 -0.000036 - + -
25 38 showing -0.031105 -0.030385 0.000721 -0.000263 -0.000250 0.000012 0.000111 0.000084 -0.000026 + + -
25 39 borders -0.009148 -0.008936 0.000212 -0.000023 -0.000022 0.000001 0.000010 0.000007 -0.000002 + + -
25 40 and -0.024324 -0.023760 0.000564 -0.000161 -0.000153 0.000007 0.000068 0.000051 -0.000016 + + -
25 41 terrain. -0.005858 -0.005723 0.000136 -0.000009 -0.000009 0.000000 0.000004 0.000003 -0.000001 + + -
25 42 explains 0.022945 0.022414 -0.000532 -0.000143 -0.000136 0.000007 0.000060 0.000046 -0.000014 - + -
25 43 human-environment -0.019703 -0.019246 0.000456 -0.000105 -0.000100 0.000005 0.000044 0.000034 -0.000011 + + -
25 44 ties. 0.015147 0.014796 -0.000351 -0.000062 -0.000059 0.000003 0.000026 0.000020 -0.000006 - + -
25 45 end_token 0.004717 0.002845 -0.001872 -0.000006 -0.000002 0.000004 0.000003 0.000001 -0.000002 - + -
30 1 Geography -0.476303 -0.753474 -0.277171 -0.061540 -0.153801 -0.092260 0.020680 0.023897 0.003216 - - +
30 2 maps 0.010868 0.010616 -0.000252 -0.000032 -0.000031 0.000002 0.000011 0.000005 -0.000006 - + -
