epoch word_index word pe_old pe_current pe_difference weight1_old weight1_current weight1_difference weight2_old weight2_current weight2_difference final_pe_change final_weight1_change final_weight2_change
10 45 Gravity 0.033880 0.031282 -0.002598 0.001035 0.000883 -0.000152 -0.001659 -0.007980 -0.006321 - - -
10 46 pulls -0.023937 -0.022101 0.001835 0.000517 0.000441 -0.000076 -0.000828 -0.003983 -0.003155 + - -
10 47 together, -0.012362 -0.011414 0.000948 0.000138 0.000118 -0.000020 -0.000221 -0.001062 -0.000841 + - -
10 48 seen 0.023707 0.021889 -0.001818 0.000507 0.000432 -0.000075 -0.000812 -0.003907 -0.003095 - - -
10 49 in -0.005408 -0.004994 0.000415 0.000026 0.000022 -0.000004 -0.000042 -0.000203 -0.000161 + - -
10 50 orbits. -0.026999 -0.024928 0.002070 0.000657 0.000561 -0.000097 -0.001054 -0.005068 -0.004014 + - -
10 51 Quantum -0.025438 -0.023487 0.001951 0.000584 0.000498 -0.000086 -0.000935 -0.004499 -0.003563 + - -
10 52 mechanics -0.037526 -0.034649 0.002877 0.001270 0.001083 -0.000187 -0.002035 -0.009790 -0.007754 + - -
10 53 explores 0.008271 0.007637 -0.000634 0.000062 0.000053 -0.000009 -0.000099 -0.000476 -0.000377 - - -
10 54 tiny 0.009568 0.008834 -0.000734 0.000083 0.000070 -0.000012 -0.000132 -0.000636 -0.000504 - - -
10 55 particles, 0.004263 0.003936 -0.000327 0.000016 0.000014 -0.000002 -0.000026 -0.000126 -0.000100 - - -
10 56 where -0.005097 -0.004706 0.000391 0.000023 0.000020 -0.000003 -0.000038 -0.000181 -0.000143 + - -
10 57 probability -0.003447 -0.003182 0.000264 0.000011 0.000009 -0.000002 -0.000017 -0.000083 -0.000065 + - -
10 58 rules. 0.018896 0.017447 -0.001449 0.000322 0.000275 -0.000047 -0.000516 -0.002482 -0.001966 - - -
10 59 Experiments 0.035953 0.033196 -0.002757 0.001166 0.000994 -0.000172 -0.001868 -0.008986 -0.007118 - - -
10 60 test -0.002949 -0.002723 0.000226 0.000008 0.000007 -0.000001 -0.000013 -0.000060 -0.000048 + - -
10 61 theories, -0.014873 -0.013732 0.001140 0.000199 0.000170 -0.000029 -0.000320 -0.001538 -0.001218 + - -
10 62 dropping -0.003496 -0.003228 0.000268 0.000011 0.000009 -0.000002 -0.000018 -0.000085 -0.000067 + - -
10 63 balls 0.011847 0.010938 -0.000908 0.000127 0.000108 -0.000019 -0.000203 -0.000976 -0.000773 - - -
10 64 to -0.046992 -0.070241 -0.023249 0.001991 0.004450 0.002459 -0.003192 -0.040234 -0.037042 - + -
10 65 measure 0.026274 0.024260 -0.002015 0.000623 0.000531 -0.000092 -0.000998 -0.004799 -0.003801 - - -
10 66 acceleration. -0.024817 -0.022914 0.001903 0.000555 0.000474 -0.000082 -0.000890 -0.004282 -0.003391 + - -
10 67 powers 0.008836 0.008159 -0.000678 0.000070 0.000060 -0.000010 -0.000113 -0.000543 -0.000430 - - -
10 68 technology, 0.004782 0.004415 -0.000367 0.000021 0.000018 -0.000003 -0.000033 -0.000159 -0.000126 - - -
10 69 from -0.029124 -0.026891 0.002233 0.000765 0.000652 -0.000113 -0.001226 -0.005897 -0.004671 + - -
10 70 bridges -0.036960 -0.034126 0.002834 0.001232 0.001050 -0.000181 -0.001975 -0.009497 -0.007522 + - -
10 71 lasers. 0.014290 0.013194 -0.001096 0.000184 0.000157 -0.000027 -0.000295 -0.001420 -0.001124 - - -
10 72 end_token -0.017281 -0.009856 0.007425 0.000269 0.000088 -0.000182 -0.000432 -0.000792 -0.000361 + - -
