[2026-03-10 23:24:50] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:24:52] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:24:53] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:24:53] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:24:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:24:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:24:55] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:24:55] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:24:57] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:24:57] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:24:57] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:24:58] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:24:58] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:24:59] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:25:00] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:25:00] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:25:00] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:25:00] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:25:01] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:25:01] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:25:01] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:25:01] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:25:01] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:25:02] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:25:02] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:25:02] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:25:02] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:25:03] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:25:03] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:25:03] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:25:03] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:25:03] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:25:03] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:25:03] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:25:03] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:25:04] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:25:04] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:25:04] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:25:04] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:26:00] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:26:00] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:26:01] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:26:01] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:26:01] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:26:01] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:26:01] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:26:02] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:26:02] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:26:02] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:26:02] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:26:02] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:26:02] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:26:02] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:26:02] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:26:02] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:26:02] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:26:02] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:26:02] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:26:03] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:26:03] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:26:03] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:26:03] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 23:26:03] FrameRendered: from current_frame.txt | Source: renderer
