[2026-03-09 13:30:20] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:22] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:23] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:23] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:23] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:24] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:24] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:25] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:25] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:26] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:26] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:26] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:26] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:26] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:26] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:26] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:26] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:26] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:27] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:27] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:27] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:27] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:27] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:27] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:27] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:27] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:27] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:27] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:27] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:35] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:35] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:35] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:35] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:35] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:36] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:36] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:36] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:38] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:38] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:39] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:39] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:39] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:39] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:39] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:39] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:40] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:40] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:41] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:41] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:41] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:41] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:41] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-09 13:30:41] FrameRendered: from current_frame.txt | Source: renderer
