[2026-03-25 14:44:07] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-25 14:44:09] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-25 14:44:10] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-25 14:44:10] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-25 14:44:11] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-25 14:44:11] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-25 14:44:12] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-25 14:44:12] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-25 14:44:13] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-25 14:44:13] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-25 14:44:13] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-25 14:44:13] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-25 14:44:13] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-25 14:44:13] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-25 14:44:15] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-25 14:44:15] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-25 14:44:16] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-25 14:44:16] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-25 14:44:16] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-25 14:44:16] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-25 14:44:16] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-25 14:44:16] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-25 14:44:16] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-25 14:44:16] FrameRendered: from current_frame.txt | Source: renderer
