[2026-03-16 00:39:11] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 00:39:13] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 00:39:14] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 00:39:14] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 00:39:16] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 00:39:16] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 00:39:17] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 00:39:17] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 00:39:18] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 00:39:18] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 00:39:20] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 00:39:21] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 00:39:21] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 00:39:22] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 00:39:22] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 00:39:23] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 00:39:23] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 00:39:23] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 00:39:23] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 00:39:23] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 00:39:23] FrameRendered: from current_frame.txt | Source: renderer
