[2026-03-16 13:20:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 13:20:56] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 13:20:56] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 13:20:58] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 13:20:59] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 13:21:00] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 13:21:00] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 13:21:00] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 13:21:01] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 13:21:02] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 13:21:02] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 13:21:04] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 13:21:04] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 13:21:05] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 13:21:05] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 13:21:05] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 13:21:05] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-16 13:21:06] FrameRendered: from current_frame.txt | Source: renderer
