[2026-04-03 21:50:59] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:44] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:45] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:45] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:46] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:47] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:47] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:47] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:48] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:48] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:49] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:49] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:49] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:49] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:50] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:50] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:50] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:51] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:51] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:51] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:51] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:52] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:52] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:52] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:52] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:52] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:52] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:53] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:53] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:53] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:53] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:53] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:53] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:53] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:53] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:55] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:55] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:55] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:55] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:55] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-03 23:49:55] FrameRendered: from current_frame.txt | Source: renderer
