[2026-03-10 04:37:46] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:48] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:48] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:49] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:50] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:51] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:51] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:52] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:53] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:53] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:53] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:55] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:55] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:55] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:55] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:55] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:55] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:55] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:55] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:55] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:55] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:55] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:55] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:56] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:56] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:56] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:56] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:56] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:56] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:57] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:57] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:57] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:57] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:57] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:58] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:58] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:58] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:58] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:58] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:59] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:37:59] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:38:00] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:38:00] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:38:00] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:38:00] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:38:04] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-10 04:38:04] FrameRendered: from current_frame.txt | Source: renderer
