[2026-03-21 15:41:51] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-21 15:41:52] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-21 15:41:53] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-21 15:41:53] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-21 15:41:57] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-21 15:41:57] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-21 15:41:59] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-21 15:41:59] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-21 15:42:02] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-21 15:42:03] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-21 15:42:03] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-21 15:42:03] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-21 15:42:04] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-21 15:42:05] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-21 15:42:05] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-21 15:42:05] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-21 15:42:06] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-21 15:42:06] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-21 15:42:06] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-21 15:42:06] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-21 15:42:06] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-21 15:42:06] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-21 15:42:06] FrameRendered: from current_frame.txt | Source: renderer
[2026-03-21 15:42:06] FrameRendered: from current_frame.txt | Source: renderer
