[2026-03-31 19:23:44] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 14:27:49] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 14:27:49] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 14:27:49] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 14:27:49] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 14:27:50] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 14:27:50] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 14:27:50] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 14:27:50] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 14:27:50] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 14:27:50] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 14:47:26] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 14:47:27] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 14:47:28] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 14:47:28] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 14:47:31] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 14:47:32] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 14:47:32] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 14:47:32] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 14:47:33] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 14:47:33] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 14:47:33] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 14:47:35] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 14:47:35] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 15:18:20] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 15:18:22] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 15:18:22] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 15:18:23] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 15:18:24] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 15:18:24] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 15:18:28] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 15:18:28] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 15:18:28] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 15:18:30] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 15:18:30] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 15:18:30] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 15:18:30] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 15:18:30] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 15:18:30] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 15:18:30] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 15:18:30] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 15:18:31] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 15:18:31] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 15:18:31] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 15:18:31] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 15:18:31] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 15:18:31] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 15:18:31] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-01 15:18:31] FrameRendered: from current_frame.txt | Source: renderer
