number word embedding pe weight bias1 bias2 bias3 bias4
338 ready 0.820418 0.732609 0.594604 0.000000 0.000000 0.000000 0.000000
339 real-time 1.135861 0.734783 0.981369 0.000000 0.000000 0.000000 0.000000
340 realm 0.822670 0.736957 0.594914 0.000000 0.000000 0.000000 0.000000
341 realms 1.301225 0.739130 1.182307 0.000000 0.000000 0.000000 0.000000
342 render 0.760429 0.741304 0.515898 0.000000 0.000000 0.000000 0.000000
343 rendering 0.480051 0.743478 0.169803 0.000000 0.000000 0.000000 0.000000
344 reprocessed 0.497372 0.745652 0.189878 0.000000 0.000000 0.000000 0.000000
345 revealing 0.401890 0.747826 0.071205 0.000000 0.000000 0.000000 0.000000
346 revenge 0.719001 0.750000 0.460021 0.000000 0.000000 0.000000 0.000000
347 rewriting 0.406832 0.752174 0.074823 0.000000 0.000000 0.000000 0.000000
348 rgb 0.851640 0.754348 0.620707 0.000000 0.000000 0.000000 0.000000
349 rgb_gl 0.702642 0.756522 0.436210 0.000000 0.000000 0.000000 0.000000
350 ritual 0.746110 0.758696 0.488445 0.000000 0.000000 0.000000 0.000000
351 ritual* 0.454672 0.760870 0.128747 0.000000 0.000000 0.000000 0.000000
352 run 0.856114 0.763043 0.621290 0.000000 0.000000 0.000000 0.000000
353 scene 0.954131 0.765217 0.740621 0.000000 0.000000 0.000000 0.000000
354 screen 0.680813 0.767391 0.403210 0.000000 0.000000 0.000000 0.000000
355 script 0.686538 0.769565 0.409022 0.000000 0.000000 0.000000 0.000000
356 scripts 1.328869 0.771739 1.197859 0.000000 0.000000 0.000000 0.000000
357 see 0.861666 0.773913 0.621969 0.000000 0.000000 0.000000 0.000000
358 seeks 1.030920 0.776087 0.828922 0.000000 0.000000 0.000000 0.000000
359 shows 1.151017 0.778261 0.975411 0.000000 0.000000 0.000000 0.000000
360 single-pixel 0.523246 0.780435 0.202023 0.000000 0.000000 0.000000 0.000000
361 smooth 0.450591 0.782609 0.111427 0.000000 0.000000 0.000000 0.000000
362 sorcery 0.731924 0.784783 0.456237 0.000000 0.000000 0.000000 0.000000
363 spectral 0.848723 0.786957 0.598669 0.000000 0.000000 0.000000 0.000000
364 sphere 0.748836 0.789130 0.474578 0.000000 0.000000 0.000000 0.000000
365 spheres 1.096703 0.791304 0.901225 0.000000 0.000000 0.000000 0.000000
366 spirit 0.800648 0.793478 0.535847 0.000000 0.000000 0.000000 0.000000
367 spirits 0.742499 0.795652 0.463094 0.000000 0.000000 0.000000 0.000000
368 square 0.401582 0.797826 0.042536 0.000000 0.000000 0.000000 0.000000
369 squares 0.509321 0.800000 0.173825 0.000000 0.000000 0.000000 0.000000
370 start-token 1.208489 0.802174 1.032571 0.000000 0.000000 0.000000 0.000000
371 state 0.578902 0.804348 0.256949 0.000000 0.000000 0.000000 0.000000
372 sudo 1.075480 0.806522 0.866510 0.000000 0.000000 0.000000 0.000000
373 summon 0.875748 0.808696 0.619610 0.000000 0.000000 0.000000 0.000000
374 summons 0.996799 0.810870 0.767273 0.000000 0.000000 0.000000 0.000000
375 supernatural 1.357339 0.813043 1.209507 0.000000 0.000000 0.000000 0.000000
376 terminals 0.431116 0.815217 0.069023 0.000000 0.000000 0.000000 0.000000
377 text 1.099658 0.817391 0.890099 0.000000 0.000000 0.000000 0.000000
378 texture 0.605822 0.819565 0.281451 0.000000 0.000000 0.000000 0.000000
379 the 0.884854 0.821739 0.623430 0.000000 0.000000 0.000000 0.000000
380 then 1.105292 0.823913 0.893339 0.000000 0.000000 0.000000 0.000000
381 they 1.106303 0.826087 0.893353 0.000000 0.000000 0.000000 0.000000
382 three 1.362597 0.828261 1.207364 0.000000 0.000000 0.000000 0.000000
383 thugs 1.366944 0.830435 1.211481 0.000000 0.000000 0.000000 0.000000
384 to 1.246848 0.832609 1.062533 0.000000 0.000000 0.000000 0.000000
385 tombstones 1.030099 0.834783 0.794702 0.000000 0.000000 0.000000 0.000000
386 town 1.119509 0.836957 0.903446 0.000000 0.000000 0.000000 0.000000
387 transforms 0.588452 0.839130 0.249016 0.000000 0.000000 0.000000 0.000000
388 txt 0.894397 0.841304 0.624098 0.000000 0.000000 0.000000 0.000000
389 txt** 0.944761 0.843478 0.684816 0.000000 0.000000 0.000000 0.000000
390 txt` 1.133197 0.845652 0.915362 0.000000 0.000000 0.000000 0.000000
391 txt” 0.678996 0.847826 0.355465 0.000000 0.000000 0.000000 0.000000
392 type=block 1.187751 0.850000 0.980004 0.000000 0.000000 0.000000 0.000000
393 type=block` 0.962255 0.852174 0.701414 0.000000 0.000000 0.000000 0.000000
394 type=cursor 0.897322 0.854348 0.620316 0.000000 0.000000 0.000000 0.000000
395 type=player 1.380417 0.856522 1.213293 0.000000 0.000000 0.000000 0.000000
396 types 0.985362 0.858696 0.726145 0.000000 0.000000 0.000000 0.000000
397 update 0.904584 0.860870 0.625558 0.000000 0.000000 0.000000 0.000000
398 updates 1.180387 0.863043 0.963566 0.000000 0.000000 0.000000 0.000000
399 updating 1.254065 0.865217 1.052960 0.000000 0.000000 0.000000 0.000000
400 using 0.952323 0.867391 0.680587 0.000000 0.000000 0.000000 0.000000
401 values 0.563957 0.869565 0.201667 0.000000 0.000000 0.000000 0.000000
402 verify 0.511234 0.871739 0.135588 0.000000 0.000000 0.000000 0.000000
403 via 0.911061 0.873913 0.626145 0.000000 0.000000 0.000000 0.000000
404 vision 1.293141 0.876087 1.094873 0.000000 0.000000 0.000000 0.000000
405 walls 0.685512 0.878261 0.346260 0.000000 0.000000 0.000000 0.000000
406 watches 1.126972 0.880435 0.888026 0.000000 0.000000 0.000000 0.000000
407 where 0.931632 0.882609 0.646527 0.000000 0.000000 0.000000 0.000000
408 who 0.917131 0.884783 0.627461 0.000000 0.000000 0.000000 0.000000
409 wield 0.969370 0.886957 0.690485 0.000000 0.000000 0.000000 0.000000
410 window 1.249413 0.889130 1.033708 0.000000 0.000000 0.000000 0.000000
411 with 1.245681 0.891304 1.027888 0.000000 0.000000 0.000000 0.000000
412 writes 0.762107 0.893478 0.431862 0.000000 0.000000 0.000000 0.000000
413 writing 1.002825 0.895652 0.726715 0.000000 0.000000 0.000000 0.000000
414 x 0.590693 0.897826 0.218562 0.000000 0.000000 0.000000 0.000000
415 y 0.591694 0.900000 0.218564 0.000000 0.000000 0.000000 0.000000
416 your 1.329132 0.902174 1.124382 0.000000 0.000000 0.000000 0.000000
417 z 0.593695 0.904348 0.218565 0.000000 0.000000 0.000000 0.000000
418 z-ordering 1.327310 0.906522 1.119681 0.000000 0.000000 0.000000 0.000000
419 ~320 0.444200 0.908696 0.032226 0.000000 0.000000 0.000000 0.000000
420 ~350 0.445299 0.910870 0.032348 0.000000 0.000000 0.000000 0.000000
421 ~60 0.936041 0.913043 0.634730 0.000000 0.000000 0.000000 0.000000
422 “Failed 0.691184 0.915217 0.332326 0.000000 0.000000 0.000000 0.000000
423 “Loaded 0.811228 0.917391 0.478750 0.000000 0.000000 0.000000 0.000000
424 “Wrote 0.845932 0.919565 0.520206 0.000000 0.000000 0.000000 0.000000
425 → 0.764191 0.921739 0.418435 0.000000 0.000000 0.000000 0.000000
426 ⏰ 0.765518 0.923913 0.418837 0.000000 0.000000 0.000000 0.000000
427 ⏳ 0.766521 0.926087 0.418841 0.000000 0.000000 0.000000 0.000000
428 ├── 1.372891 0.928261 1.163446 0.000000 0.000000 0.000000 0.000000
429 ⚡ 0.768866 0.930435 0.419265 0.000000 0.000000 0.000000 0.000000
430 ⚫ 0.769876 0.932609 0.419277 0.000000 0.000000 0.000000 0.000000
431 ✨ 0.770939 0.934783 0.419355 0.000000 0.000000 0.000000 0.000000
432 🌑 1.187337 0.936957 0.930295 0.000000 0.000000 0.000000 0.000000
433 💜 1.188546 0.939130 0.930552 0.000000 0.000000 0.000000 0.000000
434 💥 1.189555 0.941304 0.930563 0.000000 0.000000 0.000000 0.000000
435 📂 1.190553 0.943478 0.930560 0.000000 0.000000 0.000000 0.000000
436 📍 1.191564 0.945652 0.930574 0.000000 0.000000 0.000000 0.000000
437 📜 1.192579 0.947826 0.930592 0.000000 0.000000 0.000000 0.000000
438 📦 1.193589 0.950000 0.930604 0.000000 0.000000 0.000000 0.000000
439 📺 1.194609 0.952174 0.930629 0.000000 0.000000 0.000000 0.000000
440 📺✨ 0.660575 0.954348 0.272537 0.000000 0.000000 0.000000 0.000000
441 🔝 1.196613 0.956522 0.930634 0.000000 0.000000 0.000000 0.000000
442 🔮 1.197630 0.958696 0.930655 0.000000 0.000000 0.000000 0.000000
443 🔮️ 1.433308 0.960870 1.219309 0.000000 0.000000 0.000000 0.000000
444 🔺️🔺️🔺️🔺️🔺️🔺️🔺️🔺️🔺️ 1.118824 0.963043 0.831264 0.000000 0.000000 0.000000 0.000000
445 🔺️🔺️🔺️🔺️🔺️🔺️🔺️🔺️🔺️🔺️ 0.859011 0.965217 0.510464 0.000000 0.000000 0.000000 0.000000
446 🕯️ 0.658166 0.967391 0.262194 0.000000 0.000000 0.000000 0.000000
447 🕵️‍♂️ 0.877446 0.969565 0.530679 0.000000 0.000000 0.000000 0.000000
448 🖌️ 0.588292 0.971739 0.173789 0.000000 0.000000 0.000000 0.000000
449 🖤 1.204686 0.973913 0.930724 0.000000 0.000000 0.000000 0.000000
450 🖤✨ 1.437724 0.976087 1.216130 0.000000 0.000000 0.000000 0.000000
451 🖼️ 1.316268 0.978261 1.065510 0.000000 0.000000 0.000000 0.000000
452 🗃️ 0.454780 0.980435 0.004649 0.000000 0.000000 0.000000 0.000000
453 🗃️🟨️ 0.700240 0.982609 0.305335 0.000000 0.000000 0.000000 0.000000
454 😢 1.209750 0.984783 0.930803 0.000000 0.000000 0.000000 0.000000
455 🛠️ 1.243637 0.986957 0.971254 0.000000 0.000000 0.000000 0.000000
456 🧙‍♂️ 0.819822 0.989130 0.448731 0.000000 0.000000 0.000000 0.000000
457 🧪 1.213253 0.991304 0.931421 0.000000 0.000000 0.000000 0.000000
458 🪄️ 1.029216 0.993478 0.703826 0.000000 0.000000 0.000000 0.000000
459 🪄️🔮️ 0.950703 0.995652 0.606025 0.000000 0.000000 0.000000 0.000000
460 🪦 1.216348 0.997826 0.931538 0.000000 0.000000 0.000000 0.000000
